"CODIGO";"NOMBRE";"PROGRAMA";"COD_PADRE";"ORDEN"
"2V3003733";"TARIFAS MAQUILA CLI. FAMILIA";"P_TAMAFC";"2V30037";"57"
"2V3003735";"ENVÍO DE MATERIALES";"P_MENVMT";"2V30037";"70"
"2V3003740";"ALMACENES PARA PROVEEDORES";"P_MTAALM";"2V30037";"80"
"2V3003745";"ENTRADA DE ALBARANES";"P_ENTSUB";"2V30037";"90"
"2V3003750";"CONSUMO DE MATERIALES";"P_SALSUB";"2V30037";"100"
"2V3003755";"CONSULTA DE OPERACIONES";"P_CSITOE";"2V30037";"110"
"2V3003760";"__ OPERACIONES SIN O.F. ______";"NULO";"2V30037";"120"
"2V3003765";"ENVÍO DE MATERIALES";"P_MENVMT";"2V30037";"130"
"2V3003775";"IMPRESIÓN DE VALES";"P_RVMATE";"2V30037";"140"
"2V3003780";"IMPRESIÓN DE ENVIO";"P_IMPALS";"2V30037";"150"
"2V3003785";"ENTRADA DE ALBARANES";"P_ENCOM";"2V30037";"160"
"2V3003790";"CONSUMO DE MATERIALES";"P_SALSUB";"2V30037";"170"
"2V30040";"PLANIFICACIÓN CARGA MÁQUINAS";"";"2V30";"700"
"2V30040010";"CÁLCULO CARGA DE MAQUINAS";"P_CCMAQS";"2V30040";"100"
"2V30040030";"LISTADO CARGA DE MÁQUINAS";"P_RCARMA";"2V30040";"200"
"2V30040040";"GRÁFICO CÁLCULO DE MÁQUINAS";"P_GRAFCM";"2V30040";"300"
"2V30042";"GESTIÓN DE VALES DE MATERIAL";"";"2V30";"750"
"2V30042010";"GENERACIÓN VALES DE MATERIAL";"P_GVASAL";"2V30042";"100"
"2V30045";"GESTIÓN DE PARTES DE TRABAJO";"";"2V30";"800"
"2V30045010";"IMPRESIÓN PARTES DE TRABAJO";"P_RPTRAB";"2V30045";"100"
"2V30045030";"______ PARTES SÍNCRONOS ______";"NULO";"2V30045";"200"
"2V30045032";"ENTRADA PARTES DE TRABAJO";"P_ENTPAR";"2V30045";"300"
"2V30045034";"ANULAR PARTE DE TRABAJO";"P_BORRPART";"2V30045";"400"
"2V30045050";"______ PARTES ASÍNCRONOS _____";"NULO";"2V30045";"500"
"2V30045055";"ENTRADA PARTE HORAS";"P_HPASIN";"2V30045";"600"
"2V30045056";"ENTRADA PARTE MAQUINAS";"P_HPMAQ";"2V30045";"620"
"2V30045057";"PUNTO DE CONTROL";"PTOS_CTRL";"2V30045";"650"
"2V30045058";"REPARTOS CONTRA OFS";"P_REPCON";"2V30045";"655"
"2V30045060";"VALIDAR PARTE";"P_GEPAFA";"2V30045";"700"
"2V30045075";"___(CAPTURA DATOS EN PLANTA)__";"NULO";"2V30045";"800"
"2V30045079";"CAPTURA DATOS EN PLANTA";"P_MCDATP";"2V30045";"1000"
"2V30045081";"CONSULTA MONITORIZACIÓN PLANTA";"P_CMONOP";"2V30045";"1100"
"2V30045085";"MANT. INTERFAZ PARTES TRABAJO";"P_MIFPTR";"2V30045";"1300"
"2V30045087";"CARGA INTERFAZ PARTES TRABAJO";"P_CCIPTR";"2V30045";"1400"
"2V30045090";"___  (MENÚ DATOS EN PLANTA) __";"NULO";"2V30045";"1500"
"2V30045093";"MENÚ CAPTURA DATOS EN PLANTA";"P_MENUPROD";"2V30045";"1600"
"2V30047";"GESTIÓN PARTES ALUMINIO";"";"2V30";"850"
"2V30047010";"CAPTURA DATOS EXTRUSIÓN";"EX_MENUPROD";"2V30047";"100"
"2V30047015";"CONSULTA LOCALIZACIÓN DE CARRO";"EX_CARFAS";"2V30047";"200"
"2V30047020";"LISTADO DE CARROS";"EX_LIST_LOGISTICA";"2V30047";"300"
"2V30047025";"OPCIÓN GENERAL DE CARROS (D)";"EX_MCCSIT";"2V30047";"400"
"2V30047028";"CAMBIO MASIVO DE CARROS";"EX_MCCARRO";"2V30047";"450"
"2V30047030";"SACAR PERFIL REGULADOR->ROTURA";"AA_MCCSITSI";"2V30047";"500"
"2V30047035";"LIMPIAR CARROS";"EX_LIMCAR";"2V30047";"600"
"2V30047037";"MTO. CARROS BLOQUEADOS OF";"EX_MOFBLO";"2V30047";"650"
"2V30047040";"CHATARREO";"EX_CHATARREO";"2V30047";"700"
"2V30047045";"REPOSICIÓN DE RECHAZOS";"EX_REPOREG";"2V30047";"800"
"2V30047050";"CONTROL MATRICES";"EX_OPEMAT";"2V30047";"850"
"2V30047080";"______ OPCIONES CAJAS ______";"NULO";"2V30047";"900"
"2V30047085";"CERRAR CAJA EMPAQUETADO";"EX_CERCAJ";"2V30047";"1000"
"2V30047090";"DESHACER CAJA DE EMPAQUETADO";"EX_ANULCJ";"2V30047";"1100"
"2V30047095";"REIMPRIMIR ETIQUETA DE CAJA";"R_ETIQUETAS";"2V30047";"1200"
"2V30050";"CONSULTAS";"";"2V30";"900"
"2V30050010";"ESTRUCTURAS";"";"2V30050";"100"
"2V3005001010";"LISTADO CABECERAS ESTRUCTURAS";"P_RCABES";"2V30050010";"100"
"2V30050015";"RUTAS";"";"2V30050";"200"
"2V3005001510";"LISTADO CABECERAS RUTAS";"P_RCABRU";"2V30050015";"100"
"2V30050020";"ORDENES DE FABRICACIÓN";"";"2V30050";"300"
"2V3005002010";"CONSULTA ÓRDENES FABRICACIÓN";"P_CORF01";"2V30050020";"100"
"2V3005002015";"LISTADO ÓRDENES DE FABRICACIÓN";"P_RHOJRU";"2V30050020";"200"
"2V3005002020";"LISTADO SITUACIÓN ORDEN ";"P_RSITOF";"2V30050020";"300"
"2V3005002025";"GENERADOR LISTADOS ORDENES";"GI:STD_OFS";"2V30050020";"350"
"2V3005002030";"DISPONIBILIDAD ARTÍCULO";"P_CDISPO";"2V30050020";"400"
"2V3005002035";"POSIBILIDAD FABRICAR ARTÍCULO";"P_CEXPAR";"2V30050020";"500"
"2V3005002040";"CONSULTA RESERVAS FABRICACIÓN";"P_CRESMA";"2V30050020";"550"
"2V3005002070";"___  ESPECÍFICAS ALUMINIO  ___";"NULO";"2V30050020";"600"
"2V3005002075";"CONSULTA EXTRUSIÓN REAL";"EX_CONEXT";"2V30050020";"700"
"2V3005002080";"CONSULTA SITUACIÓN PROYECTO";"EX_CORF01";"2V30050020";"800"
"2V3005002085";"LISTADO DETALLADO ÓRDENES";"EX_EXTOF";"2V30050020";"900"
"2V3005002090";"CONSULTA PROGRAMACIÓN PRENSA";"EX_LISTPRE";"2V30050020";"1000"
"2V30050025";"MANO DE OBRA";"";"2V30050";"400"
"2V3005002510";"CONSULTA PRODUCCIÓN OPERARIOS";"P_CPOPER";"2V30050025";"100"
"2V3005002520";"LISTADO PRODUCCIÓN P/OPERARIO";"P_RHOJAP";"2V30050025";"200"
"2V3005002530";"CONTROL PRODUCCIÓN OPERARIOS";"P_RPRODO";"2V30050025";"300"
"2V30050027";"PARTES DE PRODUCCIÓN";"";"2V30050";"450"
"2V3005002710";"INFORMES DE PRODUCCIÓN";"P_INFPROD";"2V30050027";"100"
"2V30050030";"MÁQUINAS";"";"2V30050";"500"
"2V3005003010";"CONSULTA PRODUCCIÓN MÁQUINAS";"P_CPRODM";"2V30050030";"100"
"2V3005003020";"CONTROL PRODUCCIÓN MÁQUINAS";"P_RPRODM";"2V30050030";"200"
"2V3005003050";"___  ESPECÍFICAS ALUMINIO  ___";"NULO";"2V30050030";"300"
"2V3005003055";"PRODUCCIÓN POR PRENSA";"EX_LIST_PRENSAS";"2V30050030";"400"
"2V30050035";"OPERACIONES";"";"2V30050";"600"
"2V3005003510";"CONTROL PRODUCCIÓN OPERACIONES";"P_RPRODP";"2V30050035";"100"
"2V30050040";"SUBCONTRATAS";"";"2V30050";"700"
"2V3005004010";"CONTROL PRODUCCCIÓN SUBCONTR.";"P_RPRMOS";"2V30050040";"100"
"2V3005004020";"CONSULTA PREALBARANES SUBCONT.";"P_CRALBEN";"2V30050040";"200"
"2V30050050";"SECCIONES";"";"2V30050";"800"
"2V3005005010";"CONSULTA CARGA POR SECCIONES";"P_CARSEC";"2V30050050";"100"
"2V3005005015";"LISTADO SITUACIÓN CARGA SECC.";"P_RSITSE";"2V30050050";"200"
"2V3005005050";"___  ESPECÍFICAS ALUMINIO  ___";"NULO";"2V30050050";"300"
"2V3005005055";"PEDIDOS PENDIENTES EXTRUSIÓN";"EX_PEDPDTE";"2V30050050";"400"
"2V3005005060";"LISTADO REPOSICIÓN REGULADOR";"EX_LISTREPOREG";"2V30050050";"500"
"2V3005005065";"LISTADO PENDIENTE SACAR REGUL.";"EX_PDTEREG";"2V30050050";"600"
"2V3005005070";"PENDIENTE LACAR / ANODIZAR";"AA_LISPEN";"2V30050050";"700"
"2V3005005075";"PENDIENTE MONTAJE ROTURA";"AA_LISPENRO";"2V30050050";"800"
"2V3005005080";"PENDIENTE EMBALAR";"AA_LISPENDE";"2V30050050";"900"
"2V30050060";"STOCKS EN CURSO DE FABRICACIÓN";"";"2V30050";"900"
"2V3005006010";"CONSULTA STOCK ARTÍCULO Y FASE";"P_CSTARF";"2V30050060";"100"
"2V3005006015";"CONSULTA STOCK ALMACÉN Y FASE";"P_CARTAL";"2V30050060";"150"
"2V3005006020";"______________________________";"NULO";"2V30050060";"200"
"2V3005006025";"LISTADO STOCK ARTÍCULO Y FASE";"P_RICFAS";"2V30050060";"300"
"2V3005006030";"LISTADO MOV. ARTÍCULO Y FASE";"P_RMOVFA";"2V30050060";"400"
"2V3005006040";"HISTORIA DE UN ARTICULO Y FASE";"P_CHISAR";"2V30050060";"450"
"2V3005006070";"___  ESPECÍFICAS ALUMINIO  ___";"NULO";"2V30050060";"500"
"2V3005006075";"STOCKS DE PERFILES";"EX_STKPERF";"2V30050060";"600"
"2V3005006080";"CONSULTA STOCK DE UN PERFIL";"EXSTKPER";"2V30050060";"700"
"2V30271010";"ENTRADA MANUAL DE PARTIDAS";"MAT_ENTPAR";"2V3002710";"10"
"2V30271020";"RECEPCIÓN EN CORRALES";"MAT_RECCUA";"2V3002710";"20"
"2V30271030";"PESAJE DE INCIDENCIAS";"MAT_INCPES";"2V3002710";"30"
"2V30271040";"DESDOBLE DE PARTIDAS";"MAT_ROMPAR";"2V3002710";"40"
"2V30271050";"CARACTERÍSTICAS DE PARTIDAS";"MAT_CARPAR";"2V3002710";"50"
"2V30271090";"PLANIFICACIÓN DE SACRIFICIO";"MAT_PLASAC";"2V3002710";"60"
"2V30271095";"ORDENACIÓN DE SACRIFICIO";"MAT_PLASACT";"2V3002710";"65"
"2V30700";"______________________________";"NULO";"2V30";"1000"
"2V30800";"USO INTERNO. CONTADORES";"";"2V30";"1100"
"2V30800010";"CONTADORES PRODUCCIÓN";"P_MCONTP";"2V30800";"100"
"2V30800020";"CONTADORES MATADERO";"MAT_CONTAD";"2V30800";"200"
"2V30800030";"CONTADORES SACRIFICIO";"MAT_CONSAC";"2V30800";"300"
"2V30900";"USO INTERNO DEL FABRICANTE";"";"2V30";"1200"
"2V3090010";"MENSAJES VALIDACIÓN PARTE";"P_MESJOF";"2V30900";"10"
"2V35";"MANTENIMIENTO";"";"";"700"
"2V35010";"MAESTROS";"";"2V35";"100"
"2V35010010";"MÁQUINAS";"";"2V35010";"100"
"2V3501001010";"TIPOS DE MAQUINARIA";"VHMTIPMA";"2V35010010";"100"
"2V3501001012";"TIPOS DE UNIDAD DE MEDIDA";"VHUNIMED";"2V35010010";"120"
"2V3501001014";"UNIDAD MEDIDA POR TIPO MÁQUINA";"VHTMUNMED";"2V35010010";"140"
"2V3501001015";"COMPAÑÍAS DE SEGURO";"VHMTCSEG";"2V35010010";"200"
"2V3501001020";"CORREDURÍAS SEGUROS";"VHMCOSEG";"2V35010010";"300"
"2V3501001025";"TIPOS DE TARJETAS";"VHMTTARJ";"2V35010010";"400"
"2V3501001030";"DESTINOS DE MÁQUINAS";"VHMTDEST";"2V35010010";"500"
"2V3501001035";"PERMISOS DESTINOS POR USUARIO";"VHDESUSU";"2V35010010";"600"
"2V3501001040";"PLANTILLA LECTURAS MÁQUINAS";"VHMTITPE";"2V35010010";"700"
"2V3501001045";"CONCEPTOS PERSONALIZADOS";"VHMTCLEST";"2V35010010";"800"
"2V3501001070";"MÁQUINAS";"VHMARTIC";"2V35010010";"900"
"2V3501001080";"MANT. MÁQUINA-COD.EST.ARTÍCULO";"VHMAQCLA";"2V35010010";"1000"
"2V3501001085";"MANT. MÁQUINA-ARTÍCULO";"VHMAQART";"2V35010010";"1100"
"2V3501001090";"PLANTILLAS MAQUINAS-ARTÍCULOS";"VHPARMQ";"2V35010010";"1200"
"2V35010020";"CONCEPTOS DE COSTE";"";"2V35010";"200"
"2V3501002010";"TIPOS DE CONCEPTO DE COSTE";"VHMTPCON";"2V35010020";"100"
"2V3501002015";"CATEGORÍAS DE COSTES";"VHCATCOST";"2V35010020";"150"
"2V3501002020";"CONCEPTOS DE COSTE";"VHCTOCTE";"2V35010020";"200"
"2V35010030";"MANO DE OBRA";"P_MTRABA";"2V35010";"250"
"2V35010900";"TIPOS DE ....";"";"2V35010";"300"
"2V3501090005";"TALLERES";"VHMTALLER";"2V35010900";"50"
"2V3501090010";"TRABAJOS";"VHMTRABA";"2V35010900";"100"
"2V3501090015";"CÓDIGO ESTADÍSTICO DE ÓRDENES";"VHCESTOT";"2V35010900";"200"
"2V3501090020";"CÓDIGOS URGENCIA EN ÓRDENES";"VHMTGURG";"2V35010900";"300"
"2V3501090025";"MOTIVOS DE PARO DE MÁQUINA";"VH_MOPAR";"2V35010900";"400"
"2V3501090030";"TIPOS DE ENVIO DE ÓRDENES";"VH_TIPOENV";"2V35010900";"500"
"2V3501090035";"TIPOS DE PARADAS";"A_TIPPAR";"2V35010900";"600"
"2V3501090040";"MOTIVOS ANUL. PRESUPUESTOS OT";"VH_MAPRESOT";"2V35010900";"700"
"2V35015";"TARIFAS";"";"2V35";"200"
"2V35015005";"CLAVES ACTUACIÓN POR EMPRESA";"VHMCLVAE";"2V35015";"100"
"2V35015010";"FAMILIAS HORAS";"A_MFATIH";"2V35015";"200"
"2V35015020";"TIPOS DE HORAS";"A_TIPHOT";"2V35015";"300"
"2V35015030";"TARIFAS HORAS";"A_TARHOT";"2V35015";"400"
"2V35015040";"TARIFAS - CONCEPTOS";"VHMTCPTO";"2V35015";"500"
"2V35015050";"TARIFAS - CONCEPTOS - ARTIC.";"VHMTCTAR";"2V35015";"600"
"2V35015060";"TARIFAS POR TIPO DE MÁQUINA";"VHTARTFM";"2V35015";"700"
"2V35020";"IMPUTACIÓN DE COSTES";"VHMIMCOS";"2V35";"300"
"2V35030";"IMPUTACIÓN DE INGRESOS";"";"2V35";"400"
"2V35030010";"IMPUTACIÓN MANUAL";"VHMFACTU";"2V35030";"100"
"2V35030020";"IMPUTACIÓN AUTOMÁTICA";"VHMIMPAUT";"2V35030";"200"
"2V35030030";"CONTABILIZAR IMPUTACIÓN";"C_VHFACTU";"2V35030";"300"
"2V35030040";"DESCONTABILIZAR IMPUTACIÓN";"DESC_VHFACTU";"2V35030";"400"
"2V35050";"GESTIÓN DE PREVENTIVOS";"";"2V35";"500"
"2V35050010";"TIPOS DE PREVENTIVOS";"VHMANREV";"2V35050";"100"
"2V35050020";"PREVENTIVOS TIPO";"VHMTTIPO";"2V35050";"200"
"2V35050030";"PREVENTIVOS POR MÁQUINA";"VHMT_MAQ";"2V35050";"300"
"2V35050040";"LISTADO MANTENIMIENTOS PREVEN.";"VHLISMAN";"2V35050";"400"
"2V35050050";"MTO. HISTÓRICO PREVENTIVOS";"VHMHISREV";"2V35050";"500"
"2V35050060";"______________________________";"NULO";"2V35050";"600"
"2V35050065";"MTO. TIPOS DE RESULTADOS";"VHRESREV";"2V35050";"650"
"2V35050070";"MTO. TIPOS DE INSPECCIONES";"VHMTINSP";"2V35050";"700"
"2V35050080";"MTO. HISTÓRICO DE INSPECCIONES";"VHMHISINS";"2V35050";"800"
"2V35060";"GESTIÓN DE TALLERES";"";"2V35";"600"
"2V35060005";"ENTRADA ORDEN DE TALLER";"A_ENTOT";"2V35060";"100"
"2V35060009";"EMISIÓN ORDENES DE TALLER";"VH_IMPOT";"2V35060";"200"
"2V35060011";"AUTORIZACIÓN PRESUPUESTOS OT";"AUTOPRESOT";"2V35060";"250"
"2V35060013";"ASIGNACIÓN Y PRESUPUESTO OT";"A_ASGPOT";"2V35060";"300"
"2V35060017";"DUPLICAR PRESUPUESTO";"VH_DUPMATOB";"2V35060";"400"
"2V35060020";"ENTRADA FABRICACIÓN TALLER";"A_EFABOT";"2V35060";"450"
"2V35060030";"______________________________";"NULO";"2V35060";"500"
"2V35060034";"SALIDA DE MATERIALES CONTRA OT";"A_SMATOT";"2V35060";"600"
"2V35060038";"MANO DE OBRA/KMS/... CONTRA OT";"A_MOBROT";"2V35060";"700"
"2V35060039";"MANO OBRA/KMS/ CONTRA TRABAJA.";"A_MOBRTR";"2V35060";"750"
"2V35060042";"IMPUTACIÓN PROVEEDOR POR OT";"A_PROVOT";"2V35060";"800"
"2V35060046";"IMPUTACIÓN PROVEED.POR ALBARÁN";"A_PROVOT2";"2V35060";"900"
"2V35060050";"CONTROL DE CHECKS";"VHCHECK";"2V35060";"1000"
"2V35060054";"OBSERVACIONES ORDEN DE TALLER";"VH_OBSOT";"2V35060";"1100"
"2V35060065";"______________________________";"NULO";"2V35060";"1200"
"2V35060069";"CIERRE DE LA ORDEN";"A_CIEROT";"2V35060";"1300"
"2V35060071";"FACT. PARCIAL PRESUPUESTOS OT";"A_FACTUPRES";"2V35060";"1350"
"2V35060073";"SEGUIMIENTO DE GARANTÍAS";"A_SGAROT";"2V35060";"1400"
"2V35060082";"CONTABILIZAR ORDENES DE TALLER";"CONTA_OT";"2V35060";"1500"
"2V35060086";"DESCONTABILIZAR ORDENES TALLER";"DESCONTAOT";"2V35060";"1600"
"2V35060090";"APERTURA DE ORDENES DE TALLER";"A_APEROT";"2V35060";"1700"
"2V35100";"CONSULTAS";"";"2V35";"700"
"2V35100010";"ESTADÍSTICAS";"";"2V35100";"100"
"2V3510001010";"ANÁLISIS DEL RENDIMIENTO";"VHRRENDI";"2V35100010";"100"
"2V3510001015";"ESTADÍSTICA MENSUAL MÁQUINAS";"VHRESTME";"2V35100010";"200"
"2V3510001020";"RESUMEN MÁQUINA VARIOS AÑOS";"VHRANNOS";"2V35100010";"300"
"2V3510001025";"INFORME MENSUAL DE GASTOS";"VHINMEGA";"2V35100010";"400"
"2V3510001030";"INFORMES TIEMPOS INVERTIDOS OT";"GI:STD_VHOTHOR";"2V35100010";"500"
"2V35100020";"MOVIMIENTOS";"";"2V35100";"200"
"2V3510002010";"LISTADO DE MOVIMIENTOS";"VHMMOVIN";"2V35100020";"100"
"2V3510002020";"EXTRACTO POR TRABAJO";"VHREXTRB";"2V35100020";"200"
"2V3510002030";"COSTES X CLIENTE Y MÁQUINA";"VHMMOVI2";"2V35100020";"300"
"2V35100030";"ORDENES DE TALLER";"";"2V35100";"300"
"2V3510003005";"CONSULTA GENERAL DE ÓRDENES";"VHMCONSGEN";"2V35100030";"50"
"2V3510003006";"CALENDARIO DE OTS";"VHDIARYOTS";"2V35100030";"51"
"2V3510003010";"CONSULTA HISTORIA OT X MÁQUINA";"VHCONSMANT";"2V35100030";"100"
"2V3510003020";"CONSULTA RECAMBIOS USADOS OT";"VHMATOT";"2V35100030";"200"
"2V3510003040";"LISTADO CABECERAS OT";"A_LISTOT";"2V35100030";"300"
"2V3510003050";"LISTADO MOVIMIENTOS OT";"VHPARTEOT";"2V35100030";"400"
"2V3510003060";"LISTADO OT. RESUMIDO/DETALLADO";"A_LIOTRD";"2V35100030";"500"
"2V35700";"______________________________";"NULO";"2V35";"800"
"2V35800";"USO INTERNO";"";"2V35";"900"
"2V35800010";"MANT. PARÁMETROS EMPRESA";"VHMPARAM";"2V35800";"100"
"2V35800020";"MANT. LISTADOS IMPRESIÓN OT";"VHMTENOT";"2V35800";"200"
"2V35800030";"MANT. LOGOS PARA ORDEN TALLER";"VHMLOGOT";"2V35800";"300"
"2V35800040";"DESAUTORIZACIONES";"";"2V35800";"400"
"2V3580004010";"DESAUTORIZAR ÓRDENES TRABAJO";"A_USUOT";"2V35800040";"100"
"2V3580004020";"DESAUTORIZAR MOVIM.MAQUINARIA";"VHMAUTMO";"2V35800040";"200"
"2V35800050";"ACTUALIZAR CONTADOR GESTIÓN";"VH_ACTCONTGEST";"2V35800";"500"
"2V35900";"USO INTERNO DEL FABRICANTE";"";"2V35";"1000"
"2V35900010";"MANT. CLAVES ACTUACIÓN";"VHMCLVAC";"2V35900";"100"
"2V40";"GESTIÓN DE PROYECTOS";"";"";"800"
"2V40010";"MAESTROS";"";"2V40";"100"
"2V40010010";"TIPOS DE ...";"";"2V40010";"100"
"2V4001001010";"TIPOS DE OBRA";"PRC_TIPOBRAS";"2V40010010";"100"
"2V4001001014";"TIPOS DE PRESUPUESTO";"PRC_TIPOPRESUP";"2V40010010";"200"
"2V4001001018";"TIPOS GRUPOS DESCOMPOSICIÓN";"PRC_GDESCOM";"2V40010010";"300"
"2V4001001022";"TIPOS DE COSTE";"PRC_TIPOCOSTES";"2V40010010";"400"
"2V4001001026";"TIPOS ACTIVIDADES O CARGOS";"PRC_TIPOACTIV";"2V40010010";"500"
"2V4001001030";"TIPOS DE TRABAJO";"PRC_TIPOTRABS";"2V40010010";"600"
"2V4001001034";"TIPOS DE UNIDADES DE OBRA";"PRC_UDSOBRAS";"2V40010010";"700"
"2V4001001038";"TIPOS DE TAREAS";"PRC_TIPOTAREAS";"2V40010010";"800"
"2V4001001042";"TIPOS DE TURNOS";"PRC_TURNOS";"2V40010010";"900"
"2V4001001046";"TIPOS DE FÓRMULAS";"PRC_FORMULAS";"2V40010010";"1000"
"2V4001001050";"TIPOS MEDICIÓN DE NIVELES";"PRC_TIPOMEDPART";"2V40010010";"1100"
"2V4001001054";"TIPOS DE OFERTAS";"PRC_TIPOS_OFERTAS";"2V40010010";"1200"
"2V4001001056";"TIPOS DE ALQUILERES";"PRC_TIPOALQ";"2V40010010";"1300"
"2V4001001060";"TIPOS DE BORRADO";"PRC_TIPOBOR";"2V40010010";"1400"
"2V4001001065";"TIPO DE DUPLICADO";"PRC_TIPDUP";"2V40010010";"1500"
"2V4001001070";"TIPOS DE CLIENTES";"PRC_TIPOCLI";"2V40010010";"1600"
"2V40010015";"MAESTROS FASES DE PROYECTO";"";"2V40010";"200"
"2V4001001510";"TIPOS DE FASES DE PROYECTO";"PRC_FASESPRE";"2V40010015";"100"
"2V4001001530";"CAMBIOS DE FASE DE PROYECTO";"PRC_CAMBFASE";"2V40010015";"300"
"2V4001001540";"MOVIMIENTOS DE FASES";"PRC_CODPROY";"2V40010015";"400"
"2V40010020";"MAESTROS DE CERTIFICACIONES";"";"2V40010";"300"
"2V4001002010";"TIPOS DE CERTIFICACIONES";"PRC_TIPOCERTIF";"2V40010020";"100"
"2V4001002020";"CLASES DE DEDUCCIONES";"PRC_CLASECERT";"2V40010020";"200"
"2V4001002030";"TIPOS DE DEDUCCIONES";"PRC_TIPODEDUC";"2V40010020";"300"
"2V4001002040";"ESTADOS DE CERTIFICACIONES";"PRC_ESTCERTIF";"2V40010020";"400"
"2V4001002050";"MOVIMIENTOS DE CERTIFICACIONES";"PRC_MOVCERTIF";"2V40010020";"500"
"2V4001002055";"STATUS DE PARTIDAS";"PRC_STAPARCERT";"2V40010020";"600"
"2V40010025";"REVISIÓN DE PRECIOS";"";"2V40010";"400"
"2V4001002505";"TIPOS DE F¢RMULAS REVISIONES";"PRC_TFORREV";"2V40010025";"50"
"2V4001002510";"INDICES DE REVISIÓN";"PRC_INDREVI";"2V40010025";"100"
"2V4001002520";"TIPOS DE REVISIÓN DE PRECIOS";"PRC_TREVPREC";"2V40010025";"200"
"2V4001002530";"TIPOS DE CONTRATACIÓN";"PRC_TCONTRAC";"2V40010025";"300"
"2V4001002540";"FÓRMULAS DE REVISIÓN";"PRC_FORMREVI";"2V40010025";"400"
"2V4001002550";"LISTADO DE COEFICIENTES";"PRC_IMPREVPREC";"2V40010025";"500"
"2V4001002555";"______________________________";"NULO";"2V40010025";"550"
"2V4001002560";"STATUS REVISIÓN PRECIOS";"PRC_STAREVPRC";"2V40010025";"600"
"2V40010030";"BANCOS DE DATOS";"";"2V40010";"500"
"2V4001003010";"MANT.BANCO DATOS";"PRC_BANC_DAT";"2V40010030";"100"
"2V4001003020";"MANT. CAPÍTULOS BANCO DATOS";"PRC_PART_GEN_TREE";"2V40010030";"200"
"2V4001003030";"PARTIDAS GENÉRICAS BANCO DATOS";"PRC_PART_GEN";"2V40010030";"300"
"2V4001003040";"BANCOS DE DATOS";"PRC_BANCOS_DAT";"2V40010030";"400"
"2V40010033";"MANTENIMIENTO FAMILIAS";"PRC_FAMILIAS";"2V40010";"650"
"2V40010035";"CRITERIOS DE CONTROL";"";"2V40010";"600"
"2V4001003510";"CRITERIOS DE CONTROL";"PRC_CRI_CONTROL";"2V40010035";"100"
"2V4001003520";"PLANTILLAS DE UDS. DE CONTROL";"PRC_PLANTCRITERIO";"2V40010035";"200"
"2V40010040";"EXPEDIENTES";"";"2V40010";"700"
"2V4001004020";"TIPOS DE EXPEDIENTES";"PRC_TIPOS_EXPED";"2V40010040";"100"
"2V4001004030";"STATUS DE EXPEDIENTES";"PRC_STATUS_EXPED";"2V40010040";"200"
"2V4001004040";"% CERTIFICACIÓN DE EXPEDIENTES";"PRC_PORCENTAJES_EXPED";"2V40010040";"300"
"2V4001004050";"MOVIMIENTOS DE EXPEDIENTES";"PRC_MOVIMIENTOS_EXPED";"2V40010040";"400"
"2V40010050";"TIPOS DE PROYECTOS";"PRC_CONT_PRE";"2V40010";"800"
"2V40010052";"PARTIDAS";"";"2V40010";"850"
"2V4001005210";"STATUS DE PARTIDAS";"PRC_STPART";"2V40010052";"100"
"2V4001005220";"MOVIMIENTOS DE PARTIDAS";"PRC_CODPART";"2V40010052";"200"
"2V40010055";"PLANTILLAS COSTES INDIRECTOS";"PRC_PLANT_INDIRECTOS";"2V40010";"900"
"2V40010060";"MANTENIMIENTO DE INFORMES";"";"2V40010";"1000"
"2V4001006010";"INFORMES";"PRC_INFREP";"2V40010060";"100"
"2V4001006020";"MANT. PROGRAMAS INFORMES";"PRC_PROGRAMAS_INFORMES";"2V40010060";"200"
"2V40010065";"CLAVES ESTADÍSTICAS";"";"2V40010";"1100"
"2V4001006510";"PERMISOS POR CLAVES";"PRC_PARAMCLAVES";"2V40010065";"100"
"2V4001006520";"CLAVES ESTADÍSTICAS";"PRC_CLAVEST";"2V40010065";"200"
"2V40010070";"ENTIDADES";"";"2V40010";"1200"
"2V4001007010";"PERSONAS";"PRC_PERSONAS";"2V40010070";"100"
"2V4001007020";"CLIENTES DE OBRA";"PRC_CLIENTES";"2V40010070";"200"
"2V4001007025";"SUCURSALES CLIENTES";"PRC_CLISUCU";"2V40010070";"300"
"2V40010800";"BLOQUEOS";"";"2V40010";"1300"
"2V4001080010";"BLOQUEOS";"PRC_BLOQUEOS";"2V40010800";"100"
"2V4001080020";"BLOQUEOS USUARIOS";"PRC_BLOQUSUARIOS";"2V40010800";"200"
"2V40010900";"PARÁMETROS";"";"2V40010";"1400"
"2V4001090005";"PARÁMETROS GENERALES";"PRC_PARAMG";"2V40010900";"100"
"2V4001090010";"PARÁMETROS ALQUILERES";"PRC_PARAMALQ";"2V40010900";"200"
"2V4001090015";"PARÁMETROS EXPEDIENTES";"PRC_PARAMETROS_EXPED";"2V40010900";"300"
"2V4001090017";"PARÁMETROS PLANIF RECURSOS";"PRC_PARAM_ORGREC";"2V40010900";"350"
"2V4001090020";"PARÁMETROS PLANNING";"PRC_PARAM_PLANNING";"2V40010900";"400"
"2V4001090025";"PARÁMETROS COSTES";"PRC_PARAMETROS_COSTES";"2V40010900";"500"
